As of Date,Company,Account,AU,Currency,Primary Account,Secondary Account,GL Balance,IHub Balance,Balance Difference,Match Status
2024-05-19,Zeta Group,10004,2,CAD,EQUITY,RETAINED EARNINGS,48176,48176,0,Match
2024-05-19,Beta Ltd,10004,2,GBP,EQUITY,RETAINED EARNINGS,54217,54217,0,Match
2024-05-19,Gamma Inc,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,41935,41935,0,Match
2024-05-19,Gamma Inc,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,81916,81916,0,Match
2024-05-19,Alpha Corp,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,33106,33106,0,Match
2024-05-19,Gamma Inc,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,6632,66328,-59696,Break
2024-05-19,Zeta Group,10010,10,EUR,TAXES,ACCRUED LIABILITIES,21544,21544,0,Match
2024-05-19,Delta LLC,10010,10,CAD,TAXES,ACCRUED LIABILITIES,23291,23291,0,Match
2024-05-20,Gamma Inc,10001,5,JPY,LOANS,DEFERRED COSTS,44932,44932,0,Match
2024-05-20,Delta LLC,10001,5,CAD,LOANS,DEFERRED COSTS,16057,16061,-4,Break
2024-05-20,Beta Ltd,10001,5,JPY,LOANS,DEFERRED COSTS,54503,54504,-1,Break
2024-05-20,Delta LLC,10001,5,USD,LOANS,DEFERRED COSTS,55010,55010,0,Match
2024-05-20,Alpha Corp,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,6085,6085,0,Match
2024-05-20,Zeta Group,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,1123,1123,0,Match
2024-05-20,Delta LLC,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,58640,58640,0,Match
2024-05-20,Zeta Group,10004,2,EUR,EQUITY,RETAINED EARNINGS,59893,59893.47,-0.47,Break
2024-05-20,Beta Ltd,10005,6,EUR,REVENUE,EXPENSES,65130,65130,0,Match
2024-05-20,Zeta Group,10005,6,CAD,REVENUE,EXPENSES,93308,93308,0,Match
2024-05-20,Delta LLC,10005,6,JPY,REVENUE,EXPENSES,63860,63860,0,Match
2024-05-20,Zeta Group,10005,6,JPY,REVENUE,EXPENSES,11322,11322,0,Match
2024-05-20,Alpha Corp,10006,4,EUR,FIXED ASSETS,DEPRECIATION,45245,45245,0,Match
2024-05-20,Beta Ltd,10006,4,EUR,FIXED ASSETS,DEPRECIATION,76661,76661,0,Match
2024-05-20,Zeta Group,10006,4,USD,FIXED ASSETS,DEPRECIATION,21234,21234,0,Match
2024-05-20,Delta LLC,10006,4,USD,FIXED ASSETS,DEPRECIATION,35936,35933,3,Break
2024-05-20,Beta Ltd,10007,8,JPY,BONDS,INTEREST PAYABLE,45016,45016,0,Match
2024-05-20,Beta Ltd,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,80874,80874,0,Match
2024-05-20,Zeta Group,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,49354,49354,0,Match
2024-05-21,Zeta Group,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,58045,58045,0,Match
2024-05-21,Beta Ltd,10005,6,JPY,REVENUE,EXPENSES,19157,19160,-3,Break
2024-05-21,Alpha Corp,10005,6,EUR,REVENUE,EXPENSES,26658,26658,0,Match
2024-05-21,Zeta Group,10006,4,GBP,FIXED ASSETS,DEPRECIATION,9382,9382,0,Match
2024-05-21,Alpha Corp,10006,4,CAD,FIXED ASSETS,DEPRECIATION,18119,18119,0,Match
2024-05-21,Zeta Group,10006,4,CAD,FIXED ASSETS,DEPRECIATION,38642,38642,0,Match
2024-05-21,Alpha Corp,10007,8,JPY,BONDS,INTEREST PAYABLE,60912,60912,0,Match
2024-05-21,Beta Ltd,10007,8,JPY,BONDS,INTEREST PAYABLE,3892,3892,0,Match
2024-05-21,Alpha Corp,10007,8,EUR,BONDS,INTEREST PAYABLE,12457,12457,0,Match
2024-05-21,Zeta Group,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,57132,57132,0,Match
2024-05-21,Delta LLC,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,85324,85324,0,Match
2024-05-21,Gamma Inc,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,51866,51866,0,Match
2024-05-21,Beta Ltd,10010,10,CAD,TAXES,ACCRUED LIABILITIES,23851,23851,0,Match
2024-05-21,Zeta Group,10010,10,JPY,TAXES,ACCRUED LIABILITIES,30663,30663,0,Match
2024-05-21,Beta Ltd,10010,10,USD,TAXES,ACCRUED LIABILITIES,72962,72962,0,Match
2024-05-22,Delta LLC,10001,5,GBP,LOANS,DEFERRED COSTS,67100,67100,0,Match
2024-05-22,Gamma Inc,10001,5,EUR,LOANS,DEFERRED COSTS,61716,61716,0,Match
2024-05-22,Zeta Group,10001,5,CAD,LOANS,DEFERRED COSTS,9591,9591,0,Match
2024-05-22,Gamma Inc,10002,3,GBP,CASH,ACCOUNTS PAYABLE,28814,28814,0,Match
2024-05-22,Alpha Corp,10005,6,CAD,REVENUE,EXPENSES,61729,61729,0,Match
2024-05-22,Beta Ltd,10007,8,GBP,BONDS,INTEREST PAYABLE,34604,34599,5,Break
2024-05-22,Zeta Group,10007,8,GBP,BONDS,INTEREST PAYABLE,95886,95886,0,Match
2024-05-22,Beta Ltd,10007,8,CAD,BONDS,INTEREST PAYABLE,2394,2394,0,Match
2024-05-22,Beta Ltd,10007,8,JPY,BONDS,INTEREST PAYABLE,62713,62713,0,Match
2024-05-22,Zeta Group,10008,1,CAD,INVENTORY,COST OF GOODS SOLD,41910,41911,-1,Break
2024-05-22,Alpha Corp,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,49840,4984,44856,Break
2024-05-22,Alpha Corp,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,57419,57419,0,Match
2024-05-22,Alpha Corp,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,30435,30435,0,Match
2024-05-22,Alpha Corp,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,9640,9640,0,Match
2024-05-22,Zeta Group,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,18982,18982,0,Match
2024-05-22,Delta LLC,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,38263,38263,0,Match
2024-05-22,Beta Ltd,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,41807,41807,0,Match
2024-05-23,Beta Ltd,10001,5,USD,LOANS,DEFERRED COSTS,39421,39421,0,Match
2024-05-23,Delta LLC,10002,3,CAD,CASH,ACCOUNTS PAYABLE,2374,2374,0,Match
2024-05-23,Zeta Group,10005,6,GBP,REVENUE,EXPENSES,84135,84135,0,Match
2024-05-23,Zeta Group,10005,6,EUR,REVENUE,EXPENSES,31244,31244,0,Match
2024-05-23,Alpha Corp,10005,6,JPY,REVENUE,EXPENSES,58830,58830,0,Match
2024-05-23,Alpha Corp,10006,4,JPY,FIXED ASSETS,DEPRECIATION,83652,83652,0,Match
2024-05-23,Gamma Inc,10006,4,JPY,FIXED ASSETS,DEPRECIATION,66046,66046,0,Match
2024-05-23,Beta Ltd,10006,4,CAD,FIXED ASSETS,DEPRECIATION,10701,10701,0,Match
2024-05-23,Gamma Inc,10006,4,EUR,FIXED ASSETS,DEPRECIATION,21772,21772,0,Match
2024-05-23,Gamma Inc,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,33943,33943,0,Match
2024-05-24,Alpha Corp,10001,5,EUR,LOANS,DEFERRED COSTS,36417,36417,0,Match
2024-05-24,Beta Ltd,10001,5,JPY,LOANS,DEFERRED COSTS,51818,51818,0,Match
2024-05-24,Beta Ltd,10001,5,USD,LOANS,DEFERRED COSTS,40316,40316,0,Match
2024-05-24,Alpha Corp,10002,3,USD,CASH,ACCOUNTS PAYABLE,49012,49012,0,Match
2024-05-24,Alpha Corp,10002,3,GBP,CASH,ACCOUNTS PAYABLE,66373,66373,0,Match
2024-05-24,Zeta Group,10002,3,JPY,CASH,ACCOUNTS PAYABLE,95389,95389,0,Match
2024-05-24,Beta Ltd,10002,3,EUR,CASH,ACCOUNTS PAYABLE,48425,48425,0,Match
2024-05-24,Beta Ltd,10004,2,JPY,EQUITY,RETAINED EARNINGS,31506,31506,0,Match
2024-05-24,Delta LLC,10004,2,JPY,EQUITY,RETAINED EARNINGS,77494,77494,0,Match
2024-05-24,Alpha Corp,10004,2,USD,EQUITY,RETAINED EARNINGS,28349,28349,0,Match
2024-05-24,Zeta Group,10004,2,EUR,EQUITY,RETAINED EARNINGS,60387,60387,0,Match
2024-05-24,Delta LLC,10005,6,USD,REVENUE,EXPENSES,52721,52721,0,Match
2024-05-24,Alpha Corp,10006,4,CAD,FIXED ASSETS,DEPRECIATION,17519,17519,0,Match
2024-05-24,Gamma Inc,10006,4,JPY,FIXED ASSETS,DEPRECIATION,59312,59312,0,Match
2024-05-24,Alpha Corp,10006,4,GBP,FIXED ASSETS,DEPRECIATION,55560,55560,0,Match
2024-05-24,Gamma Inc,10007,8,USD,BONDS,INTEREST PAYABLE,7528,7528,0,Match
2024-05-24,Zeta Group,10007,8,JPY,BONDS,INTEREST PAYABLE,63703,63703,0,Match
2024-05-24,Beta Ltd,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,81667,81667,0,Match
2024-05-24,Gamma Inc,10010,10,CAD,TAXES,ACCRUED LIABILITIES,10853,10853,0,Match
2024-05-24,Zeta Group,10010,10,GBP,TAXES,ACCRUED LIABILITIES,91653,91653,0,Match
2024-05-25,Alpha Corp,10002,3,EUR,CASH,ACCOUNTS PAYABLE,38487,38487,0,Match
2024-05-25,Delta LLC,10002,3,USD,CASH,ACCOUNTS PAYABLE,3455,3455,0,Match
2024-05-25,Zeta Group,10005,6,CAD,REVENUE,EXPENSES,82337,82337,0,Match
2024-05-25,Gamma Inc,10005,6,JPY,REVENUE,EXPENSES,93693,93693,0,Match
2024-05-25,Delta LLC,10005,6,USD,REVENUE,EXPENSES,51640,51640,0,Match
2024-05-25,Alpha Corp,10007,8,JPY,BONDS,INTEREST PAYABLE,68775,68775,0,Match
2024-05-25,Alpha Corp,10007,8,EUR,BONDS,INTEREST PAYABLE,43907,43907,0,Match
2024-05-25,Alpha Corp,10007,8,EUR,BONDS,INTEREST PAYABLE,73744,73744,0,Match
2024-05-25,Alpha Corp,10010,10,USD,TAXES,ACCRUED LIABILITIES,41896,41896,0,Match
2024-05-25,Alpha Corp,10010,10,EUR,TAXES,ACCRUED LIABILITIES,66746,66746,0,Match
2024-05-26,Alpha Corp,10002,3,JPY,CASH,ACCOUNTS PAYABLE,9741,9741,0,Match
2024-05-26,Zeta Group,10002,3,EUR,CASH,ACCOUNTS PAYABLE,4082,4082,0,Match
2024-05-26,Gamma Inc,10002,3,CAD,CASH,ACCOUNTS PAYABLE,72458,72458,0,Match
2024-05-26,Gamma Inc,10002,3,JPY,CASH,ACCOUNTS PAYABLE,41486,41486,0,Match
2024-05-26,Gamma Inc,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,94547,94547,0,Match
2024-05-26,Delta LLC,10004,2,GBP,EQUITY,RETAINED EARNINGS,99213,99217,-4,Break
2024-05-26,Delta LLC,10004,2,EUR,EQUITY,RETAINED EARNINGS,66849,66849,0,Match
2024-05-26,Zeta Group,10004,2,GBP,EQUITY,RETAINED EARNINGS,58644,58644,0,Match
2024-05-26,Delta LLC,10006,4,JPY,FIXED ASSETS,DEPRECIATION,51590,51590,0,Match
2024-05-26,Delta LLC,10006,4,JPY,FIXED ASSETS,DEPRECIATION,67943,67943,0,Match
2024-05-26,Alpha Corp,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,87846,87946,-100,Break
2024-05-26,Zeta Group,10008,1,CAD,INVENTORY,COST OF GOODS SOLD,39331,39331,0,Match
2024-05-26,Delta LLC,10008,1,CAD,INVENTORY,COST OF GOODS SOLD,64965,64965,0,Match
2024-05-26,Beta Ltd,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,5341,5341,0,Match
2024-05-26,Delta LLC,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,47643,47643,0,Match
2024-05-26,Beta Ltd,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,13068,13068,0,Match
2024-05-26,Alpha Corp,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,64053,64053,0,Match
2024-05-26,Delta LLC,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,20794,20794,0,Match
2024-05-27,Alpha Corp,10001,5,JPY,LOANS,DEFERRED COSTS,92175,92175,0,Match
2024-05-27,Delta LLC,10001,5,GBP,LOANS,DEFERRED COSTS,70254,70254,0,Match
2024-05-27,Alpha Corp,10002,3,CAD,CASH,ACCOUNTS PAYABLE,57285,57285,0,Match
2024-05-27,Delta LLC,10002,3,GBP,CASH,ACCOUNTS PAYABLE,31219,31219,0,Match
2024-05-27,Zeta Group,10002,3,CAD,CASH,ACCOUNTS PAYABLE,30839,30839,0,Match
2024-05-27,Delta LLC,10002,3,EUR,CASH,ACCOUNTS PAYABLE,3589,3589,0,Match
2024-05-27,Zeta Group,10004,2,CAD,EQUITY,RETAINED EARNINGS,27777,27778,-1,Break
2024-05-27,Beta Ltd,10004,2,JPY,EQUITY,RETAINED EARNINGS,54117,54117,0,Match
2024-05-27,Delta LLC,10004,2,USD,EQUITY,RETAINED EARNINGS,52657,52657,0,Match
2024-05-27,Delta LLC,10005,6,EUR,REVENUE,EXPENSES,53822,53822,0,Match
2024-05-27,Zeta Group,10005,6,GBP,REVENUE,EXPENSES,87209,87209,0,Match
2024-05-27,Gamma Inc,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,80244,80244,0,Match
2024-05-27,Gamma Inc,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,86127,86127,0,Match
2024-05-27,Delta LLC,10010,10,JPY,TAXES,ACCRUED LIABILITIES,22972,22972,0,Match
2024-05-28,Alpha Corp,10001,5,USD,LOANS,DEFERRED COSTS,11132,11132,0,Match
2024-05-28,Beta Ltd,10001,5,CAD,LOANS,DEFERRED COSTS,87076,87076,0,Match
2024-05-28,Gamma Inc,10001,5,JPY,LOANS,DEFERRED COSTS,94679,94679,0,Match
2024-05-28,Alpha Corp,10002,3,USD,CASH,ACCOUNTS PAYABLE,7427,7427,0,Match
2024-05-28,Delta LLC,10002,3,CAD,CASH,ACCOUNTS PAYABLE,52851,52851,0,Match
2024-05-28,Delta LLC,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,88137,88137,0,Match
2024-05-28,Beta Ltd,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,40619,40619,0,Match
2024-05-28,Zeta Group,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,60217,60217,0,Match
2024-05-28,Alpha Corp,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,79964,79964,0,Match
2024-05-28,Alpha Corp,10004,2,JPY,EQUITY,RETAINED EARNINGS,69181,69181,0,Match
2024-05-28,Delta LLC,10004,2,EUR,EQUITY,RETAINED EARNINGS,56825,56825,0,Match
2024-05-28,Beta Ltd,10006,4,EUR,FIXED ASSETS,DEPRECIATION,40662,40662,0,Match
2024-05-28,Alpha Corp,10006,4,GBP,FIXED ASSETS,DEPRECIATION,79475,79475,0,Match
2024-05-28,Zeta Group,10006,4,GBP,FIXED ASSETS,DEPRECIATION,83475,83475,0,Match
2024-05-28,Gamma Inc,10006,4,USD,FIXED ASSETS,DEPRECIATION,76563,76563,0,Match
2024-05-28,Gamma Inc,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,24463,24463,0,Match
2024-05-28,Delta LLC,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,57431,57431,0,Match
2024-05-28,Delta LLC,10008,1,USD,INVENTORY,COST OF GOODS SOLD,46063,46063,0,Match
2024-05-28,Beta Ltd,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,44389,44389,0,Match
2024-05-29,Delta LLC,10001,5,JPY,LOANS,DEFERRED COSTS,24395,24395,0,Match
2024-05-29,Delta LLC,10001,5,GBP,LOANS,DEFERRED COSTS,36127,36127,0,Match
2024-05-29,Gamma Inc,10002,3,CAD,CASH,ACCOUNTS PAYABLE,36635,36635,0,Match
2024-05-29,Delta LLC,10002,3,CAD,CASH,ACCOUNTS PAYABLE,13281,13280,1,Break
2024-05-29,Beta Ltd,10002,3,JPY,CASH,ACCOUNTS PAYABLE,55980,55980,0,Match
2024-05-29,Zeta Group,10002,3,JPY,CASH,ACCOUNTS PAYABLE,89904,89904,0,Match
2024-05-29,Gamma Inc,10004,2,GBP,EQUITY,RETAINED EARNINGS,16096,16096,0,Match
2024-05-29,Zeta Group,10004,2,GBP,EQUITY,RETAINED EARNINGS,14765,14765,0,Match
2024-05-29,Alpha Corp,10007,8,EUR,BONDS,INTEREST PAYABLE,62006,62006,0,Match
2024-05-29,Alpha Corp,10007,8,GBP,BONDS,INTEREST PAYABLE,32154,32154,0,Match
2024-05-29,Alpha Corp,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,19332,19332,0,Match
2024-05-29,Delta LLC,10010,10,USD,TAXES,ACCRUED LIABILITIES,41279,41279,0,Match
2024-05-29,Beta Ltd,10010,10,GBP,TAXES,ACCRUED LIABILITIES,51264,51264,0,Match
2024-05-29,Beta Ltd,10010,10,CAD,TAXES,ACCRUED LIABILITIES,10447,10447,0,Match
2024-05-30,Gamma Inc,10001,5,JPY,LOANS,DEFERRED COSTS,63415,63415,0,Match
2024-05-30,Zeta Group,10002,3,CAD,CASH,ACCOUNTS PAYABLE,7030,7030,0,Match
2024-05-30,Zeta Group,10002,3,USD,CASH,ACCOUNTS PAYABLE,28912,28912,0,Match
2024-05-30,Beta Ltd,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,12037,12037,0,Match
2024-05-30,Zeta Group,10003,7,USD,INVESTMENTS,ACCOUNTS RECEIVABLE,22512,22512,0,Match
2024-05-30,Zeta Group,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,3313,3313,0,Match
2024-05-30,Zeta Group,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,25259,25259,0,Match
2024-05-30,Zeta Group,10005,6,JPY,REVENUE,EXPENSES,34775,34775,0,Match
2024-05-30,Beta Ltd,10005,6,USD,REVENUE,EXPENSES,27636,27636,0,Match
2024-05-30,Delta LLC,10007,8,USD,BONDS,INTEREST PAYABLE,94752,94752,0,Match
2024-05-30,Delta LLC,10007,8,EUR,BONDS,INTEREST PAYABLE,7588,7588,0,Match
2024-05-30,Delta LLC,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,77106,77106,0,Match
2024-05-30,Gamma Inc,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,93918,93918,0,Match
2024-05-30,Zeta Group,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,47722,47722,0,Match
2024-05-30,Alpha Corp,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,39833,39833,0,Match
2024-05-30,Zeta Group,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,29241,29241,0,Match
2024-05-30,Delta LLC,10010,10,EUR,TAXES,ACCRUED LIABILITIES,53193,53193,0,Match
2024-05-30,Delta LLC,10010,10,USD,TAXES,ACCRUED LIABILITIES,72326,72326,0,Match
2024-05-30,Delta LLC,10010,10,USD,TAXES,ACCRUED LIABILITIES,51041,51041,0,Match
2024-05-31,Gamma Inc,10003,7,USD,INVESTMENTS,ACCOUNTS RECEIVABLE,37315,37315.21,-0.21,Break
2024-05-31,Alpha Corp,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,71718,71718,0,Match
2024-05-31,Alpha Corp,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,32617,32617,0,Match
2024-05-31,Zeta Group,10004,2,CAD,EQUITY,RETAINED EARNINGS,22064,22064,0,Match
2024-05-31,Beta Ltd,10006,4,JPY,FIXED ASSETS,DEPRECIATION,91392,91392,0,Match
2024-05-31,Delta LLC,10006,4,USD,FIXED ASSETS,DEPRECIATION,46749,46749,0,Match
2024-05-31,Delta LLC,10007,8,GBP,BONDS,INTEREST PAYABLE,39288,39288,0,Match
2024-05-31,Alpha Corp,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,49911,49911,0,Match
2024-05-31,Delta LLC,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,44531,44531,0,Match
2024-05-31,Delta LLC,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,8687,8687,0,Match
2024-06-01,Alpha Corp,10001,5,USD,LOANS,DEFERRED COSTS,36670,36670,0,Match
2024-06-01,Beta Ltd,10001,5,CAD,LOANS,DEFERRED COSTS,76202,76202,0,Match
2024-06-01,Gamma Inc,10002,3,USD,CASH,ACCOUNTS PAYABLE,66070,66070,0,Match
2024-06-01,Zeta Group,10002,3,CAD,CASH,ACCOUNTS PAYABLE,46260,46260,0,Match
2024-06-01,Zeta Group,10003,7,JPY,INVESTMENTS,ACCOUNTS RECEIVABLE,91876,91876,0,Match
2024-06-01,Beta Ltd,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,17617,17617,0,Match
2024-06-01,Alpha Corp,10004,2,JPY,EQUITY,RETAINED EARNINGS,67716,67716,0,Match
2024-06-01,Beta Ltd,10005,6,USD,REVENUE,EXPENSES,68877,68877,0,Match
2024-06-01,Beta Ltd,10007,8,JPY,BONDS,INTEREST PAYABLE,2752,2752,0,Match
2024-06-01,Beta Ltd,10007,8,GBP,BONDS,INTEREST PAYABLE,83826,83826,0,Match
2024-06-01,Alpha Corp,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,23096,23096,0,Match
2024-06-01,Zeta Group,10008,1,CAD,INVENTORY,COST OF GOODS SOLD,94351,94351,0,Match
2024-06-01,Delta LLC,10010,10,CAD,TAXES,ACCRUED LIABILITIES,1853,1853,0,Match
2024-06-01,Delta LLC,10010,10,CAD,TAXES,ACCRUED LIABILITIES,28023,28023,0,Match
2024-06-01,Zeta Group,10010,10,USD,TAXES,ACCRUED LIABILITIES,89725,89725,0,Match
2024-06-02,Zeta Group,10001,5,GBP,LOANS,DEFERRED COSTS,88078,88078,0,Match
2024-06-02,Delta LLC,10001,5,CAD,LOANS,DEFERRED COSTS,14004,14004,0,Match
2024-06-02,Beta Ltd,10001,5,GBP,LOANS,DEFERRED COSTS,79989,79989,0,Match
2024-06-02,Alpha Corp,10002,3,JPY,CASH,ACCOUNTS PAYABLE,22646,22646,0,Match
2024-06-02,Alpha Corp,10002,3,EUR,CASH,ACCOUNTS PAYABLE,30643,30643,0,Match
2024-06-02,Gamma Inc,10002,3,EUR,CASH,ACCOUNTS PAYABLE,34980,34980,0,Match
2024-06-02,Delta LLC,10003,7,USD,INVESTMENTS,ACCOUNTS RECEIVABLE,8789,8789,0,Match
2024-06-02,Gamma Inc,10004,2,GBP,EQUITY,RETAINED EARNINGS,5061,5061,0,Match
2024-06-02,Beta Ltd,10005,6,EUR,REVENUE,EXPENSES,85455,85455,0,Match
2024-06-02,Beta Ltd,10005,6,USD,REVENUE,EXPENSES,55961,55961,0,Match
2024-06-02,Alpha Corp,10005,6,GBP,REVENUE,EXPENSES,14390,14390,0,Match
2024-06-02,Delta LLC,10006,4,CAD,FIXED ASSETS,DEPRECIATION,51589,51589,0,Match
2024-06-02,Alpha Corp,10008,1,CAD,INVENTORY,COST OF GOODS SOLD,88654,88654,0,Match
2024-06-02,Alpha Corp,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,85619,85619,0,Match
2024-06-03,Delta LLC,10003,7,JPY,INVESTMENTS,ACCOUNTS RECEIVABLE,60076,60076,0,Match
2024-06-03,Beta Ltd,10003,7,JPY,INVESTMENTS,ACCOUNTS RECEIVABLE,60573,60573,0,Match
2024-06-03,Alpha Corp,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,851960,85196,766764,Break
2024-06-03,Beta Ltd,10003,7,JPY,INVESTMENTS,ACCOUNTS RECEIVABLE,90305,90305,0,Match
2024-06-03,Alpha Corp,10004,2,JPY,EQUITY,RETAINED EARNINGS,78771,78771,0,Match
2024-06-03,Delta LLC,10004,2,CAD,EQUITY,RETAINED EARNINGS,97938,97938,0,Match
2024-06-03,Zeta Group,10004,2,CAD,EQUITY,RETAINED EARNINGS,48578,48578,0,Match
2024-06-03,Beta Ltd,10004,2,EUR,EQUITY,RETAINED EARNINGS,98961,98961,0,Match
2024-06-03,Delta LLC,10006,4,CAD,FIXED ASSETS,DEPRECIATION,44153,44153,0,Match
2024-06-03,Beta Ltd,10006,4,CAD,FIXED ASSETS,DEPRECIATION,50312,50312,0,Match
2024-06-03,Beta Ltd,10006,4,EUR,FIXED ASSETS,DEPRECIATION,65482,65482,0,Match
2024-06-03,Beta Ltd,10007,8,JPY,BONDS,INTEREST PAYABLE,83725,83725,0,Match
2024-06-03,Zeta Group,10007,8,USD,BONDS,INTEREST PAYABLE,8935,8935,0,Match
2024-06-03,Delta LLC,10007,8,CAD,BONDS,INTEREST PAYABLE,91413,91413,0,Match
2024-06-03,Beta Ltd,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,60155,60155,0,Match
2024-06-03,Delta LLC,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,68743,68743,0,Match
2024-06-03,Delta LLC,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,40002,40002,0,Match
2024-06-03,Alpha Corp,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,59000,59000,0,Match
2024-06-03,Gamma Inc,10010,10,GBP,TAXES,ACCRUED LIABILITIES,76855,76855,0,Match
2024-06-03,Beta Ltd,10010,10,EUR,TAXES,ACCRUED LIABILITIES,60267,60267,0,Match
2024-06-03,Zeta Group,10010,10,GBP,TAXES,ACCRUED LIABILITIES,6345,6345,0,Match
2024-06-04,Beta Ltd,10002,3,GBP,CASH,ACCOUNTS PAYABLE,89697,89697,0,Match
2024-06-04,Gamma Inc,10002,3,CAD,CASH,ACCOUNTS PAYABLE,36400,36400,0,Match
2024-06-04,Beta Ltd,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,36069,36069,0,Match
2024-06-04,Beta Ltd,10004,2,CAD,EQUITY,RETAINED EARNINGS,84412,84412,0,Match
2024-06-04,Beta Ltd,10005,6,USD,REVENUE,EXPENSES,97052,97052,0,Match
2024-06-04,Zeta Group,10005,6,JPY,REVENUE,EXPENSES,64753,64758,-5,Break
2024-06-04,Delta LLC,10005,6,CAD,REVENUE,EXPENSES,64162,64162,0,Match
2024-06-04,Beta Ltd,10006,4,JPY,FIXED ASSETS,DEPRECIATION,28144,28143.82,0.18,Break
2024-06-04,Alpha Corp,10006,4,EUR,FIXED ASSETS,DEPRECIATION,69582,69578,4,Break
2024-06-04,Zeta Group,10006,4,JPY,FIXED ASSETS,DEPRECIATION,41206,41208,-2,Break
2024-06-04,Delta LLC,10006,4,EUR,FIXED ASSETS,DEPRECIATION,64147,64147,0,Match
2024-06-04,Delta LLC,10008,1,USD,INVENTORY,COST OF GOODS SOLD,77994,77994,0,Match
2024-06-04,Gamma Inc,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,10076,10076,0,Match
2024-06-04,Zeta Group,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,95592,95598,-6,Break
2024-06-04,Delta LLC,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,77500,77500,0,Match
2024-06-04,Delta LLC,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,1802,1802,0,Match
